Batch No.,공정명,작업실,시작,종료
422,a,R-1107,2022-04-16 20:35,2022-04-17 04:46
422,b,R-1107,2022-04-17 04:46,2022-04-17 20:00
423,a,R-1108,2022-04-17 20:00,2022-04-18 04:02
423,b,R-1108,2022-04-18 04:02,2022-04-18 18:56
424,a,R-1107,2022-04-18 20:00,2022-04-19 04:01
424,b,R-1107,2022-04-19 04:01,2022-04-19 19:28
425,a,R-1108,2022-04-19 22:35,2022-04-20 06:35
425,b,R-1108,2022-04-20 06:35,2022-04-20 21:00
426,a,R-1107,2022-04-21 00:00,2022-04-21 07:50
426,b,R-1107,2022-04-21 07:50,2022-04-21 21:55
427,a,R-1108,2022-04-21 20:30,2022-04-22 04:31
427,b,R-1108,2022-04-22 04:31,2022-04-22 19:35
428,a,R-1107,2022-04-22 21:00,2022-04-23 05:10
428,b,R-1107,2022-04-23 05:10,2022-04-23 19:30
429,a,R-1108,2022-04-24 00:00,2022-04-24 07:50
429,b,R-1108,2022-04-24 07:50,2022-04-24 21:55
430,a,R-1107,2022-04-24 21:20,2022-04-25 05:30
430,b,R-1107,2022-04-25 05:30,2022-04-25 20:40
431,a,R-1108,2022-04-25 19:00,2022-04-26 03:05
431,b,R-1108,2022-04-26 03:05,2022-04-26 17:35
432,a,R-1107,2022-04-26 18:40,2022-04-27 02:50
432,b,R-1107,2022-04-27 02:50,2022-04-27 17:23
433,a,R-1108,2022-04-27 21:30,2022-04-28 05:22
433,b,R-1108,2022-04-28 05:22,2022-04-28 19:44
434,a,R-1107,2022-04-28 21:00,2022-04-29 05:10
434,b,R-1107,2022-04-29 05:10,2022-04-29 20:00
435,a,R-1108,2022-04-29 21:30,2022-04-30 05:21
435,b,R-1108,2022-04-30 05:21,2022-04-30 19:50
436,a,R-1107,2022-04-30 23:00,2022-05-01 07:05
436,b,R-1107,2022-05-01 07:05,2022-05-01 19:58
437,a,R-1108,2022-05-01 17:00,2022-05-02 01:00
437,b,R-1108,2022-05-02 01:00,2022-05-02 16:00
438,a,R-1107,2022-05-03 00:30,2022-05-03 08:31
438,b,R-1107,2022-05-03 08:31,2022-05-03 21:25
439,a,R-1108,2022-05-03 20:40,2022-05-04 04:36
439,b,R-1108,2022-05-04 04:36,2022-05-04 17:45
440,a,R-1107,2022-05-04 19:10,2022-05-05 03:11
440,b,R-1107,2022-05-05 03:11,2022-05-05 17:05
441,a,R-1108,2022-05-05 20:00,2022-05-06 04:00
441,b,R-1108,2022-05-06 04:00,2022-05-06 17:55
442,a,R-1107,2022-05-07 10:40,2022-05-07 18:32
442,b,R-1107,2022-05-07 18:32,2022-05-08 09:10
443,a,R-1108,2022-05-08 11:10,2022-05-08 19:06
443,b,R-1108,2022-05-08 19:06,2022-05-09 11:00
444,a,R-1107,2022-05-09 15:00,2022-05-09 23:01
444,b,R-1107,2022-05-09 23:01,2022-05-10 13:10
445,a,R-1108,2022-05-10 09:00,2022-05-10 17:02
445,b,R-1108,2022-05-10 17:02,2022-05-11 06:12
446,a,R-1107,2022-05-11 14:15,2022-05-11 22:16
446,b,R-1107,2022-05-11 22:16,2022-05-12 13:00
447,a,R-1108,2022-05-12 10:30,2022-05-12 18:31
447,b,R-1108,2022-05-12 18:31,2022-05-13 09:30
448,a,R-1107,2022-05-13 10:30,2022-05-13 18:31
448,b,R-1107,2022-05-13 18:31,2022-05-14 16:00
449,a,R-1108,2022-05-14 14:00,2022-05-14 22:05
449,b,R-1108,2022-05-14 22:05,2022-05-15 12:45
450,a,R-1107,2022-05-15 15:00,2022-05-15 23:05
450,b,R-1107,2022-05-15 23:05,2022-05-16 13:15
451,a,R-1108,2022-05-16 13:30,2022-05-16 21:31
451,b,R-1108,2022-05-16 21:31,2022-05-17 11:00
452,a,R-1107,2022-05-18 05:30,2022-05-18 13:34
453,a,R-1108,2022-05-18 11:00,2022-05-18 19:10
452,b,R-1107,2022-05-18 13:34,2022-05-19 03:55
453,b,R-1108,2022-05-18 19:10,2022-05-19 10:10
454,a,R-1107,2022-05-19 21:00,2022-05-20 04:50
454,b,R-1107,2022-05-20 04:50,2022-05-20 19:04
455,a,R-1108,2022-05-21 05:20,2022-05-21 13:21
455,b,R-1108,2022-05-21 13:21,2022-05-22 02:30
456,a,R-1107,2022-05-22 11:00,2022-05-22 19:06
456,b,R-1107,2022-05-22 19:06,2022-05-23 09:30
457,a,R-1108,2022-05-23 07:30,2022-05-23 15:23
457,b,R-1108,2022-05-23 15:23,2022-05-24 04:15
458,a,R-1107,2022-05-24 08:15,2022-05-24 16:00
458,b,R-1107,2022-05-24 16:00,2022-05-25 06:00
459,a,R-1108,2022-05-25 02:30,2022-05-25 10:31
459,b,R-1108,2022-05-25 10:31,2022-05-26 00:00
460,a,R-1107,2022-05-26 02:30,2022-05-26 10:45
460,b,R-1107,2022-05-26 10:45,2022-05-27 00:00
461,a,R-1108,2022-05-27 04:30,2022-05-27 12:40
461,b,R-1108,2022-05-27 12:40,2022-05-28 02:35
462,a,R-1107,2022-05-28 02:30,2022-05-28 10:40
462,b,R-1107,2022-05-28 10:40,2022-05-29 00:10
463,a,R-1108,2022-05-29 06:15,2022-05-29 14:16
463,b,R-1108,2022-05-29 14:16,2022-05-30 04:45
464,a,R-1107,2022-05-30 05:20,2022-05-30 13:35
464,b,R-1107,2022-05-30 13:35,2022-05-31 03:15
465,a,R-1108,2022-05-31 02:30,2022-05-31 10:21
465,b,R-1108,2022-05-31 10:21,2022-06-01 00:00
466,a,R-1107,2022-06-01 05:00,2022-06-01 13:21
466,b,R-1107,2022-06-01 13:21,2022-06-02 03:45
467,a,R-1108,2022-06-02 01:00,2022-06-02 08:51
467,b,R-1108,2022-06-02 08:51,2022-06-03 00:00
468,a,R-1107,2022-06-03 05:00,2022-06-03 12:51
468,b,R-1107,2022-06-03 12:51,2022-06-04 02:50
469,a,R-1108,2022-06-04 02:30,2022-06-04 10:16
469,b,R-1108,2022-06-04 10:16,2022-06-05 01:10
470,a,R-1107,2022-06-05 02:30,2022-06-05 10:26
470,b,R-1107,2022-06-05 10:26,2022-06-06 00:40
471,a,R-1108,2022-06-06 02:30,2022-06-06 10:26
471,b,R-1108,2022-06-06 10:26,2022-06-07 00:50
472,a,R-1107,2022-06-07 01:00,2022-06-07 09:00
472,b,R-1107,2022-06-07 09:00,2022-06-08 00:00
473,a,R-1108,2022-06-08 04:10,2022-06-08 12:01
473,b,R-1108,2022-06-08 12:01,2022-06-09 03:00
474,a,R-1107,2022-06-09 09:20,2022-06-09 17:46
474,b,R-1107,2022-06-09 17:46,2022-06-10 08:00
475,a,R-1108,2022-06-10 02:30,2022-06-10 10:31
475,b,R-1108,2022-06-10 10:31,2022-06-11 00:00
476,a,R-1107,2022-06-11 05:00,2022-06-11 13:01
476,b,R-1107,2022-06-11 13:01,2022-06-12 02:24
477,a,R-1108,2022-06-12 02:30,2022-06-12 10:31
477,b,R-1108,2022-06-12 10:31,2022-06-13 00:00
478,a,R-1107,2022-06-13 03:00,2022-06-13 11:01
478,b,R-1107,2022-06-13 11:01,2022-06-14 00:30
479,a,R-1108,2022-06-14 06:10,2022-06-14 14:11
479,b,R-1108,2022-06-14 14:11,2022-06-15 04:30
480,a,R-1107,2022-06-15 02:30,2022-06-15 10:45
480,b,R-1107,2022-06-15 10:45,2022-06-16 00:00
481,a,R-1108,2022-06-16 04:15,2022-06-16 12:25
481,b,R-1108,2022-06-16 12:25,2022-06-17 02:25
482,a,R-1107,2022-06-17 09:00,2022-06-17 17:00
482,b,R-1107,2022-06-17 17:00,2022-06-18 08:00
483,a,R-1108,2022-06-18 05:40,2022-06-18 13:50
483,b,R-1108,2022-06-18 13:50,2022-06-19 03:10
484,a,R-1107,2022-06-19 04:30,2022-06-19 12:45
484,b,R-1107,2022-06-19 12:45,2022-06-20 02:22
485,a,R-1108,2022-06-23 02:30,2022-06-23 10:21
485,b,R-1108,2022-06-23 10:21,2022-06-24 00:59
486,a,R-1107,2022-06-24 02:30,2022-06-24 10:21
486,b,R-1107,2022-06-24 10:21,2022-06-25 01:00
487,a,R-1108,2022-06-25 02:30,2022-06-25 10:47
487,b,R-1108,2022-06-25 10:47,2022-06-26 00:55
488,a,R-1107,2022-06-26 02:30,2022-06-26 10:30
488,b,R-1107,2022-06-26 10:30,2022-06-27 00:50
489,a,R-1108,2022-06-27 02:30,2022-06-27 10:30
489,b,R-1108,2022-06-27 10:30,2022-06-28 00:00
490,a,R-1107,2022-06-28 02:30,2022-06-28 10:31
490,b,R-1107,2022-06-28 10:31,2022-06-29 00:00
491,a,R-1108,2022-06-29 00:30,2022-06-29 08:32
491,b,R-1108,2022-06-29 08:32,2022-06-29 22:40
492,a,R-1107,2022-06-30 05:00,2022-06-30 13:01
492,b,R-1107,2022-06-30 13:01,2022-07-01 02:57
493,a,R-1108,2022-07-01 02:30,2022-07-01 10:21
493,b,R-1108,2022-07-01 10:21,2022-07-02 01:25
494,a,R-1107,2022-07-02 01:40,2022-07-02 09:31
494,b,R-1107,2022-07-02 09:31,2022-07-03 01:25
495,a,R-1108,2022-07-03 00:30,2022-07-03 08:31
495,b,R-1108,2022-07-03 08:31,2022-07-03 21:55
496,a,R-1107,2022-07-04 02:30,2022-07-04 10:31
496,b,R-1107,2022-07-04 10:31,2022-07-05 00:00
497,a,R-1108,2022-07-05 02:30,2022-07-05 10:45
497,b,R-1108,2022-07-05 10:45,2022-07-06 00:00
498,a,R-1107,2022-07-06 02:30,2022-07-06 10:45
498,b,R-1107,2022-07-06 10:45,2022-07-07 01:45
499,a,R-1108,2022-07-07 03:05,2022-07-07 10:45
499,b,R-1108,2022-07-07 10:45,2022-07-08 02:20
500,a,R-1107,2022-07-08 02:30,2022-07-08 10:45
500,b,R-1107,2022-07-08 10:45,2022-07-09 01:45
501,a,R-1108,2022-07-09 03:00,2022-07-09 10:45
501,b,R-1108,2022-07-09 10:45,2022-07-10 01:20
502,a,R-1107,2022-07-10 02:30,2022-07-10 10:31
502,b,R-1107,2022-07-10 10:31,2022-07-11 00:00
503,a,R-1108,2022-07-11 03:00,2022-07-11 10:31
503,b,R-1108,2022-07-11 10:31,2022-07-12 00:50
504,a,R-1107,2022-07-12 02:30,2022-07-12 10:30
504,b,R-1107,2022-07-12 10:30,2022-07-13 04:57
505,a,R-1108,2022-07-13 13:00,2022-07-13 21:01
505,b,R-1108,2022-07-13 21:01,2022-07-14 10:30
506,a,R-1107,2022-07-14 04:38,2022-07-14 12:30
506,b,R-1107,2022-07-14 12:30,2022-07-15 02:35
507,a,R-1108,2022-07-15 03:00,2022-07-15 10:30
507,b,R-1108,2022-07-15 10:30,2022-07-16 00:50
508,a,R-1107,2022-07-16 02:30,2022-07-16 10:30
508,b,R-1107,2022-07-16 10:30,2022-07-17 01:00
509,a,R-1108,2022-07-17 03:00,2022-07-17 10:31
509,b,R-1108,2022-07-17 10:31,2022-07-18 00:00
510,a,R-1107,2022-07-18 02:30,2022-07-18 10:31
510,b,R-1107,2022-07-18 10:31,2022-07-19 00:00
511,a,R-1108,2022-07-19 02:30,2022-07-19 10:31
511,b,R-1108,2022-07-19 10:31,2022-07-20 01:17
512,a,R-1107,2022-07-20 02:30,2022-07-20 10:31
512,b,R-1107,2022-07-20 10:31,2022-07-21 01:00
513,a,R-1108,2022-07-21 02:30,2022-07-21 10:31
513,b,R-1108,2022-07-21 10:31,2022-07-22 01:03
514,a,R-1107,2022-07-22 02:30,2022-07-22 10:31
514,b,R-1107,2022-07-22 10:31,2022-07-23 00:00
515,a,R-1108,2022-07-23 03:00,2022-07-23 10:31
515,b,R-1108,2022-07-23 10:31,2022-07-24 00:00
516,a,R-1107,2022-07-24 02:30,2022-07-24 10:31
516,b,R-1107,2022-07-24 10:31,2022-07-25 00:00
517,a,R-1108,2022-07-25 03:00,2022-07-25 10:36
517,b,R-1108,2022-07-25 10:36,2022-07-26 00:00
518,a,R-1107,2022-07-26 02:30,2022-07-26 10:45
518,b,R-1107,2022-07-26 10:45,2022-07-27 00:00
519,a,R-1108,2022-07-27 02:30,2022-07-27 10:36
519,b,R-1108,2022-07-27 10:36,2022-07-28 00:00
520,a,R-1107,2022-07-28 01:00,2022-07-28 09:01
520,b,R-1107,2022-07-28 09:01,2022-07-28 22:15
521,a,R-1108,2022-07-29 03:05,2022-07-29 10:41
521,b,R-1108,2022-07-29 10:41,2022-07-30 00:00
522,a,R-1107,2022-07-30 02:30,2022-07-30 10:30
522,b,R-1107,2022-07-30 10:30,2022-07-31 00:57
523,a,R-1108,2022-07-31 03:00,2022-07-31 10:30
523,b,R-1108,2022-07-31 10:30,2022-08-01 01:45
524,a,R-1107,2022-07-31 23:30,2022-08-01 07:20
524,b,R-1107,2022-08-01 07:20,2022-08-02 01:00
525,a,R-1108,2022-08-02 03:00,2022-08-02 10:10
525,b,R-1108,2022-08-02 10:10,2022-08-03 00:35
526,a,R-1107,2022-08-03 10:30,2022-08-03 18:31
526,b,R-1107,2022-08-03 18:31,2022-08-04 08:00
527,a,R-1108,2022-08-04 08:30,2022-08-04 16:01
527,b,R-1108,2022-08-04 16:01,2022-08-05 05:30
528,a,R-1107,2022-08-05 10:30,2022-08-05 18:31
528,b,R-1107,2022-08-05 18:31,2022-08-06 08:00
529,a,R-1108,2022-08-06 11:00,2022-08-06 18:40
529,b,R-1108,2022-08-06 18:40,2022-08-07 08:45
530,a,R-1107,2022-08-07 14:30,2022-08-07 22:36
530,b,R-1107,2022-08-07 22:36,2022-08-08 14:10
531,a,R-1108,2022-08-08 11:00,2022-08-08 18:53
531,b,R-1108,2022-08-08 18:53,2022-08-09 08:00
532,a,R-1107,2022-08-09 10:30,2022-08-09 18:40
532,b,R-1107,2022-08-09 18:40,2022-08-10 08:00
533,a,R-1108,2022-08-10 11:00,2022-08-10 18:40
533,b,R-1108,2022-08-10 18:40,2022-08-11 08:00
534,a,R-1107,2022-08-11 10:30,2022-08-11 18:20
534,b,R-1107,2022-08-11 18:20,2022-08-12 08:00
535,a,R-1108,2022-08-12 20:30,2022-08-13 04:01
535,b,R-1108,2022-08-13 04:01,2022-08-13 18:30
536,a,R-1107,2022-08-13 13:00,2022-08-13 20:45
536,b,R-1107,2022-08-13 20:45,2022-08-14 10:06
537,a,R-1108,2022-08-14 11:00,2022-08-14 18:20
537,b,R-1108,2022-08-14 18:20,2022-08-15 08:00
538,a,R-1107,2022-08-15 10:30,2022-08-15 18:20
538,b,R-1107,2022-08-15 18:20,2022-08-16 08:00
539,a,R-1108,2022-08-16 08:00,2022-08-16 15:31
539,b,R-1108,2022-08-16 15:31,2022-08-17 05:00
540,a,R-1107,2022-08-17 10:30,2022-08-17 18:20
540,b,R-1107,2022-08-17 18:20,2022-08-18 08:00
541,a,R-1108,2022-08-18 11:00,2022-08-18 18:31
541,b,R-1108,2022-08-18 18:31,2022-08-19 08:50
542,a,R-1107,2022-08-19 10:30,2022-08-19 18:31
542,b,R-1107,2022-08-19 18:31,2022-08-20 08:46
543,a,R-1108,2022-08-20 09:00,2022-08-20 17:01
543,b,R-1108,2022-08-20 17:01,2022-08-21 06:30
544,a,R-1107,2022-08-21 10:30,2022-08-21 18:31
544,b,R-1107,2022-08-21 18:31,2022-08-22 08:00
545,a,R-1108,2022-08-22 11:00,2022-08-22 18:31
545,b,R-1108,2022-08-22 18:31,2022-08-23 09:00
546,a,R-1107,2022-08-23 15:00,2022-08-23 23:05
546,b,R-1107,2022-08-23 23:05,2022-08-24 13:00
547,a,R-1108,2022-08-24 11:00,2022-08-24 18:31
547,b,R-1108,2022-08-24 18:31,2022-08-25 08:00
548,a,R-1107,2022-08-25 10:30,2022-08-25 18:31
548,b,R-1107,2022-08-25 18:31,2022-08-26 08:00
549,a,R-1108,2022-08-26 11:00,2022-08-26 18:40
549,b,R-1108,2022-08-26 18:40,2022-08-27 08:00
550,a,R-1107,2022-08-27 10:30,2022-08-27 18:40
550,b,R-1107,2022-08-27 18:40,2022-08-28 08:00
551,a,R-1108,2022-08-28 11:00,2022-08-28 18:40
551,b,R-1108,2022-08-28 18:40,2022-08-29 08:00
552,a,R-1107,2022-08-29 10:30,2022-08-29 18:40
552,b,R-1107,2022-08-29 18:40,2022-08-30 08:00
553,a,R-1108,2022-08-30 11:00,2022-08-30 19:05
553,b,R-1108,2022-08-30 19:05,2022-08-31 08:00
554,a,R-1107,2022-08-31 09:00,2022-08-31 17:00
554,b,R-1107,2022-08-31 17:00,2022-09-01 06:00
555,a,R-1108,2022-09-01 17:30,2022-09-02 01:00
555,b,R-1108,2022-09-02 01:00,2022-09-02 16:00
556,a,R-1107,2022-09-02 10:30,2022-09-02 18:25
556,b,R-1107,2022-09-02 18:25,2022-09-03 08:00
557,a,R-1108,2022-09-23 09:30,2022-09-23 16:50
557,b,R-1108,2022-09-23 16:50,2022-09-24 08:00
558,a,R-1107,2022-09-24 08:00,2022-09-24 16:00
558,b,R-1107,2022-09-24 16:00,2022-09-25 06:15
559,a,R-1108,2022-09-25 09:30,2022-09-25 17:01
559,b,R-1108,2022-09-25 17:01,2022-09-26 08:00
560,a,R-1107,2022-09-26 08:00,2022-09-26 16:10
560,b,R-1107,2022-09-26 16:10,2022-09-27 08:00
561,a,R-1504,2022-09-26 22:19,2022-09-27 06:25
561,b,R-1504,2022-09-27 06:25,2022-09-27 20:00
562,a,R-1108,2022-09-27 13:00,2022-09-27 20:30
563,a,R-1506,2022-09-27 18:00,2022-09-28 01:35
562,b,R-1108,2022-09-27 20:30,2022-09-28 10:10
563,b,R-1506,2022-09-28 01:35,2022-09-28 16:00
564,a,R-1107,2022-09-28 13:28,2022-09-28 21:30
565,a,R-1504,2022-09-28 14:30,2022-09-28 23:02
564,b,R-1107,2022-09-28 21:30,2022-09-29 11:10
565,b,R-1504,2022-09-28 23:02,2022-09-30 00:00
566,a,R-1108,2022-09-29 09:00,2022-09-29 16:31
566,b,R-1108,2022-09-29 16:31,2022-09-30 08:00
567,a,R-1107,2022-09-30 16:00,2022-10-01 00:10
567,b,R-1107,2022-10-01 00:10,2022-10-01 16:00
568,a,R-1108,2022-10-01 15:00,2022-10-01 22:35
568,b,R-1108,2022-10-01 22:35,2022-10-02 12:10
569,a,R-1107,2022-10-02 08:00,2022-10-02 16:01
569,b,R-1107,2022-10-02 16:01,2022-10-03 08:00
570,a,R-1108,2022-10-03 19:00,2022-10-04 02:40
570,b,R-1108,2022-10-04 02:40,2022-10-04 16:00
571,a,R-1107,2022-10-04 21:30,2022-10-05 05:10
571,b,R-1107,2022-10-05 05:10,2022-10-05 20:03
572,a,R-1108,2022-10-05 17:30,2022-10-06 01:00
572,b,R-1108,2022-10-06 01:00,2022-10-06 16:00
573,a,R-1107,2022-10-06 19:00,2022-10-07 02:50
573,b,R-1107,2022-10-07 02:50,2022-10-07 18:20
574,a,R-1108,2022-10-07 17:30,2022-10-08 01:00
574,b,R-1108,2022-10-08 01:00,2022-10-08 16:00
575,a,R-1107,2022-10-08 18:40,2022-10-09 02:40
575,b,R-1107,2022-10-09 02:40,2022-10-09 16:20
576,a,R-1108,2022-10-09 17:30,2022-10-10 01:00
576,b,R-1108,2022-10-10 01:00,2022-10-10 16:00
577,a,R-1107,2022-10-10 16:00,2022-10-11 00:01
577,b,R-1107,2022-10-11 00:01,2022-10-11 16:00
578,a,R-1108,2022-10-11 16:40,2022-10-12 00:06
578,b,R-1108,2022-10-12 00:06,2022-10-12 16:00
579,a,R-1107,2022-10-12 16:10,2022-10-13 00:06
579,b,R-1107,2022-10-13 00:06,2022-10-13 16:00
580,a,R-1108,2022-10-13 17:30,2022-10-14 01:01
580,b,R-1108,2022-10-14 01:01,2022-10-14 16:00
581,a,R-1107,2022-10-14 16:00,2022-10-15 00:01
581,b,R-1107,2022-10-15 00:01,2022-10-15 13:15
582,a,R-1108,2022-10-15 16:40,2022-10-16 00:11
582,b,R-1108,2022-10-16 00:11,2022-10-16 13:03
583,a,R-1107,2022-10-16 21:00,2022-10-17 05:01
583,b,R-1107,2022-10-17 05:01,2022-10-17 18:00
584,a,R-1108,2022-10-18 04:00,2022-10-18 11:26
584,b,R-1108,2022-10-18 11:26,2022-10-19 01:50
585,a,R-1107,2022-10-19 02:40,2022-10-19 10:30
585,b,R-1107,2022-10-19 10:30,2022-10-20 03:55
586,a,R-1108,2022-10-20 01:30,2022-10-20 08:56
586,b,R-1108,2022-10-20 08:56,2022-10-21 00:00
587,a,R-1107,2022-10-21 01:00,2022-10-21 09:00
587,b,R-1107,2022-10-21 09:00,2022-10-22 00:00
588,a,R-1108,2022-10-22 03:00,2022-10-22 10:20
588,b,R-1108,2022-10-22 10:20,2022-10-23 00:10
589,a,R-1107,2022-10-23 08:00,2022-10-23 16:01
589,b,R-1107,2022-10-23 16:01,2022-10-24 05:25
590,a,R-1108,2022-10-24 03:00,2022-10-24 10:32
590,b,R-1108,2022-10-24 10:32,2022-10-25 00:35
591,a,R-1107,2022-10-25 02:30,2022-10-25 10:30
591,b,R-1107,2022-10-25 10:30,2022-10-26 00:30
592,a,R-1108,2022-10-26 01:30,2022-10-26 09:00
592,b,R-1108,2022-10-26 09:00,2022-10-27 00:00
593,a,R-1107,2022-10-27 01:00,2022-10-27 09:00
593,b,R-1107,2022-10-27 09:00,2022-10-28 00:00
594,a,R-1108,2022-10-28 02:30,2022-10-28 10:31
594,b,R-1108,2022-10-28 10:31,2022-10-29 01:00
595,a,R-1107,2022-10-29 04:00,2022-10-29 12:01
595,b,R-1107,2022-10-29 12:01,2022-10-30 02:00
596,a,R-1108,2022-10-30 09:30,2022-10-30 16:50
596,b,R-1108,2022-10-30 16:50,2022-10-31 08:00
597,a,R-1107,2022-10-31 10:32,2022-10-31 18:20
597,b,R-1107,2022-10-31 18:20,2022-11-01 09:18
598,a,R-1108,2022-11-01 12:45,2022-11-01 20:06
598,b,R-1108,2022-11-01 20:06,2022-11-02 10:28
599,a,R-1107,2022-11-02 13:00,2022-11-02 20:46
599,b,R-1107,2022-11-02 20:46,2022-11-03 09:56
600,a,R-1108,2022-11-04 06:30,2022-11-04 14:01
600,b,R-1108,2022-11-04 14:01,2022-11-05 03:30
601,a,R-1107,2022-11-05 02:30,2022-11-05 10:40
601,b,R-1107,2022-11-05 10:40,2022-11-06 01:30
602,a,R-1108,2022-11-06 03:00,2022-11-06 10:40
602,b,R-1108,2022-11-06 10:40,2022-11-07 01:00
603,a,R-1107,2022-11-07 03:30,2022-11-07 11:20
603,b,R-1107,2022-11-07 11:20,2022-11-08 02:35
604,a,R-1108,2022-11-08 03:20,2022-11-08 10:36
604,b,R-1108,2022-11-08 10:36,2022-11-09 01:30
605,a,R-1107,2022-11-08 23:30,2022-11-09 07:20
605,b,R-1107,2022-11-09 07:20,2022-11-09 22:30
606,a,R-1108,2022-11-10 01:30,2022-11-10 09:01
606,b,R-1108,2022-11-10 09:01,2022-11-10 22:20
607,a,R-1107,2022-11-11 06:10,2022-11-11 14:01
607,b,R-1107,2022-11-11 14:01,2022-11-12 04:50
608,a,R-1108,2022-11-12 03:00,2022-11-12 10:30
608,b,R-1108,2022-11-12 10:30,2022-11-13 00:50
609,a,R-1107,2022-11-12 22:30,2022-11-13 06:36
609,b,R-1107,2022-11-13 06:36,2022-11-13 22:10
610,a,R-1108,2022-11-14 04:30,2022-11-14 12:01
610,b,R-1108,2022-11-14 12:01,2022-11-15 02:13
611,a,R-1107,2022-11-15 18:30,2022-11-16 02:30
611,b,R-1107,2022-11-16 02:30,2022-11-16 16:20
612,a,R-1504,2022-11-16 13:25,2022-11-16 21:20
613,a,R-1108,2022-11-16 16:30,2022-11-17 00:00
612,b,R-1504,2022-11-16 21:20,2022-11-17 11:00
613,b,R-1108,2022-11-17 00:00,2022-11-17 14:05
614,a,R-1107,2022-11-18 00:00,2022-11-18 08:01
614,b,R-1107,2022-11-18 08:01,2022-11-18 20:40
615,a,R-1108,2022-11-18 22:10,2022-11-19 05:30
615,b,R-1108,2022-11-19 05:30,2022-11-19 21:20
616,a,R-1107,2022-11-19 18:30,2022-11-20 02:31
616,b,R-1107,2022-11-20 02:31,2022-11-20 19:00
617,a,R-1108,2022-11-20 16:00,2022-11-20 23:30
617,b,R-1108,2022-11-20 23:30,2022-11-21 14:26
618,a,R-1107,2022-11-21 16:00,2022-11-22 00:00
618,b,R-1107,2022-11-22 00:00,2022-11-22 16:00
619,a,R-1108,2022-11-22 16:40,2022-11-23 00:11
619,b,R-1108,2022-11-23 00:11,2022-11-23 16:00
620,a,R-1107,2022-11-23 16:10,2022-11-24 00:11
620,b,R-1107,2022-11-24 00:11,2022-11-24 13:10
621,a,R-1108,2022-11-24 19:00,2022-11-25 03:01
621,b,R-1108,2022-11-25 03:01,2022-11-25 16:30
622,a,R-1107,2022-11-25 23:00,2022-11-26 07:05
622,b,R-1107,2022-11-26 07:05,2022-11-26 21:00
623,a,R-1108,2022-11-26 17:30,2022-11-27 01:01
623,b,R-1108,2022-11-27 01:01,2022-11-27 14:30
624,a,R-1107,2022-11-27 23:30,2022-11-28 07:20
624,b,R-1107,2022-11-28 07:20,2022-11-28 21:35
625,a,R-1108,2022-11-29 00:00,2022-11-29 07:20
625,b,R-1108,2022-11-29 07:20,2022-11-29 21:35
626,a,R-1107,2022-11-30 01:00,2022-11-30 09:00
626,b,R-1107,2022-11-30 09:00,2022-12-01 00:00
627,a,R-1108,2022-11-30 22:30,2022-12-01 06:01
627,b,R-1108,2022-12-01 06:01,2022-12-01 20:00
628,a,R-1107,2022-12-01 23:00,2022-12-02 07:30
628,b,R-1107,2022-12-02 07:30,2022-12-02 21:31
629,a,R-1108,2022-12-02 22:15,2022-12-03 06:01
629,b,R-1108,2022-12-03 06:01,2022-12-03 19:50
630,a,R-1107,2022-12-03 18:30,2022-12-04 02:31
630,b,R-1107,2022-12-04 02:31,2022-12-04 17:10
631,a,R-1108,2022-12-04 16:30,2022-12-05 00:00
631,b,R-1108,2022-12-05 00:00,2022-12-05 14:05
