Batch No.,공정명,작업실,시작,종료
842,a,R-1504,2023-05-23 10:30,2023-05-23 18:30
842,b,R-1504,2023-05-23 18:30,2023-05-24 08:30
843,a,R-1107,2023-05-24 00:30,2023-05-24 08:30
843,b,R-1107,2023-05-24 08:30,2023-05-24 21:25
844,a,R-1506,2023-05-24 16:20,2023-05-25 00:09
844,b,R-1506,2023-05-25 00:09,2023-05-25 13:11
845,a,R-1108,2023-05-25 01:00,2023-05-25 08:30
846,a,R-1504,2023-05-25 07:10,2023-05-25 15:20
845,b,R-1108,2023-05-25 08:30,2023-05-26 00:00
846,b,R-1504,2023-05-25 15:20,2023-05-26 06:28
847,a,R-1107,2023-05-26 00:30,2023-05-26 08:40
847,b,R-1107,2023-05-26 08:40,2023-05-27 00:00
848,a,R-1506,2023-05-26 16:00,2023-05-26 23:50
848,b,R-1506,2023-05-26 23:50,2023-05-27 12:39
849,a,R-1108,2023-05-27 01:00,2023-05-27 08:33
849,b,R-1108,2023-05-27 08:33,2023-05-28 00:00
850,a,R-1504,2023-05-27 10:45,2023-05-27 18:30
850,b,R-1504,2023-05-27 18:30,2023-05-28 09:07
851,a,R-1107,2023-05-28 03:30,2023-05-28 11:31
851,b,R-1107,2023-05-28 11:31,2023-05-29 01:34
852,a,R-1506,2023-05-28 14:40,2023-05-28 22:40
852,b,R-1506,2023-05-28 22:40,2023-05-29 12:42
853,a,R-1108,2023-05-29 01:00,2023-05-29 08:31
853,b,R-1108,2023-05-29 08:31,2023-05-30 00:10
854,a,R-1504,2023-05-29 10:20,2023-05-29 18:07
854,b,R-1504,2023-05-29 18:07,2023-05-30 10:38
855,a,R-1107,2023-05-30 00:30,2023-05-30 08:31
855,b,R-1107,2023-05-30 08:31,2023-05-30 22:00
856,a,R-1506,2023-05-30 12:30,2023-05-30 20:05
856,b,R-1506,2023-05-30 20:05,2023-05-31 09:23
857,a,R-1108,2023-05-31 03:30,2023-05-31 11:02
857,b,R-1108,2023-05-31 11:02,2023-06-01 01:10
858,a,R-1504,2023-05-31 11:05,2023-05-31 18:50
858,b,R-1504,2023-05-31 18:50,2023-06-01 08:00
859,a,R-1107,2023-06-01 00:30,2023-06-01 08:31
859,b,R-1107,2023-06-01 08:31,2023-06-02 00:00
860,a,R-1506,2023-06-01 11:40,2023-06-01 19:20
860,b,R-1506,2023-06-01 19:20,2023-06-02 14:10
861,a,R-1108,2023-06-02 03:30,2023-06-02 11:32
862,a,R-1504,2023-06-02 10:40,2023-06-02 18:40
861,b,R-1108,2023-06-02 11:32,2023-06-03 01:10
862,b,R-1504,2023-06-02 18:40,2023-06-03 09:10
863,a,R-1107,2023-06-03 02:00,2023-06-03 10:02
863,b,R-1107,2023-06-03 10:02,2023-06-04 00:00
864,a,R-1506,2023-06-03 12:00,2023-06-03 19:50
864,b,R-1506,2023-06-03 19:50,2023-06-04 09:55
865,a,R-1108,2023-06-04 01:00,2023-06-04 09:02
865,b,R-1108,2023-06-04 09:02,2023-06-05 00:00
866,a,R-1504,2023-06-04 10:55,2023-06-04 19:00
866,b,R-1504,2023-06-04 19:00,2023-06-05 08:05
867,a,R-1107,2023-06-05 00:30,2023-06-05 08:30
867,b,R-1107,2023-06-05 08:30,2023-06-06 00:00
868,a,R-1108,2023-06-06 00:30,2023-06-06 08:30
868,b,R-1108,2023-06-06 08:30,2023-06-07 00:00
869,a,R-1506,2023-06-06 10:26,2023-06-06 18:35
869,b,R-1506,2023-06-06 18:35,2023-06-07 08:02
870,a,R-1107,2023-06-07 04:40,2023-06-07 12:40
871,a,R-1504,2023-06-07 10:20,2023-06-07 18:11
870,b,R-1107,2023-06-07 12:40,2023-06-08 03:00
871,b,R-1504,2023-06-07 18:11,2023-06-08 10:25
872,a,R-1108,2023-06-08 00:50,2023-06-08 08:11
872,b,R-1108,2023-06-08 08:11,2023-06-09 00:00
873,a,R-1506,2023-06-08 10:53,2023-06-08 18:38
873,b,R-1506,2023-06-08 18:38,2023-06-09 09:52
874,a,R-1107,2023-06-09 00:20,2023-06-09 08:11
874,b,R-1107,2023-06-09 08:11,2023-06-10 00:00
875,a,R-1504,2023-06-09 11:15,2023-06-09 19:00
875,b,R-1504,2023-06-09 19:00,2023-06-10 08:01
876,a,R-1506,2023-06-10 10:31,2023-06-10 18:16
877,a,R-1108,2023-06-10 13:00,2023-06-10 20:31
876,b,R-1506,2023-06-10 18:16,2023-06-11 08:00
877,b,R-1108,2023-06-10 20:31,2023-06-11 10:40
878,a,R-1504,2023-06-11 11:39,2023-06-11 19:21
879,a,R-1107,2023-06-11 15:30,2023-06-11 23:30
878,b,R-1504,2023-06-11 19:21,2023-06-12 09:30
879,b,R-1107,2023-06-11 23:30,2023-06-12 13:30
880,a,R-1108,2023-06-12 11:00,2023-06-12 18:30
881,a,R-1506,2023-06-12 11:00,2023-06-12 18:45
880,b,R-1108,2023-06-12 18:30,2023-06-13 08:00
881,b,R-1506,2023-06-12 18:45,2023-06-13 09:51
882,a,R-1504,2023-06-13 10:25,2023-06-13 18:12
883,a,R-1107,2023-06-13 12:20,2023-06-13 20:32
882,b,R-1504,2023-06-13 18:12,2023-06-14 08:00
883,b,R-1107,2023-06-13 20:32,2023-06-14 11:30
884,a,R-1108,2023-06-14 11:10,2023-06-14 18:37
885,a,R-1506,2023-06-14 15:40,2023-06-14 23:20
884,b,R-1108,2023-06-14 18:37,2023-06-15 10:00
885,b,R-1506,2023-06-14 23:20,2023-06-15 16:00
886,a,R-1107,2023-06-15 08:10,2023-06-15 16:10
887,a,R-1504,2023-06-15 09:57,2023-06-15 18:00
886,b,R-1107,2023-06-15 16:10,2023-06-16 08:00
887,b,R-1504,2023-06-15 18:00,2023-06-16 08:51
888,a,R-1506,2023-06-16 09:20,2023-06-16 17:05
889,a,R-1108,2023-06-16 12:30,2023-06-16 20:02
888,b,R-1506,2023-06-16 17:05,2023-06-17 06:32
889,b,R-1108,2023-06-16 20:02,2023-06-17 09:20
890,a,R-1504,2023-06-17 10:22,2023-06-17 18:30
890,b,R-1504,2023-06-17 18:30,2023-06-18 09:49
891,a,R-1107,2023-06-17 18:40,2023-06-18 02:25
891,b,R-1107,2023-06-18 02:25,2023-06-18 16:20
892,a,R-1108,2023-06-18 10:30,2023-06-18 18:30
893,a,R-1506,2023-06-18 12:30,2023-06-18 20:10
892,b,R-1108,2023-06-18 18:30,2023-06-19 11:00
893,b,R-1506,2023-06-18 20:10,2023-06-19 12:38
894,a,R-1504,2023-06-19 11:39,2023-06-19 18:25
895,a,R-1107,2023-06-19 12:40,2023-06-19 20:30
894,b,R-1504,2023-06-19 18:25,2023-06-20 08:23
895,b,R-1107,2023-06-19 20:30,2023-06-20 09:50
896,a,R-1506,2023-06-20 10:39,2023-06-20 18:30
897,a,R-1108,2023-06-20 12:00,2023-06-20 20:00
896,b,R-1506,2023-06-20 18:30,2023-06-21 08:00
897,b,R-1108,2023-06-20 20:00,2023-06-21 10:00
898,a,R-1504,2023-06-21 12:20,2023-06-21 20:00
899,a,R-1107,2023-06-21 18:10,2023-06-22 02:11
898,b,R-1504,2023-06-21 20:00,2023-06-22 10:00
899,b,R-1107,2023-06-22 02:11,2023-06-22 17:30
900,a,R-1506,2023-06-22 10:47,2023-06-22 19:02
901,a,R-1108,2023-06-22 17:00,2023-06-23 00:31
900,b,R-1506,2023-06-22 19:02,2023-06-23 08:00
901,b,R-1108,2023-06-23 00:31,2023-06-23 16:00
902,a,R-1504,2023-06-23 10:40,2023-06-23 18:37
903,a,R-1107,2023-06-23 11:40,2023-06-23 19:40
902,b,R-1504,2023-06-23 18:37,2023-06-24 08:05
903,b,R-1107,2023-06-23 19:40,2023-06-24 10:46
904,a,R-1506,2023-06-24 10:29,2023-06-24 18:35
905,a,R-1108,2023-06-24 11:15,2023-06-24 18:40
904,b,R-1506,2023-06-24 18:35,2023-06-25 10:30
905,b,R-1108,2023-06-24 18:40,2023-06-25 10:50
906,a,R-1504,2023-06-25 10:24,2023-06-25 18:22
907,a,R-1107,2023-06-25 18:00,2023-06-26 02:01
906,b,R-1504,2023-06-25 18:22,2023-06-26 08:00
907,b,R-1107,2023-06-26 02:01,2023-06-26 19:45
908,a,R-1506,2023-06-26 11:00,2023-06-26 19:01
909,a,R-1108,2023-06-26 13:00,2023-06-26 20:20
908,b,R-1506,2023-06-26 19:01,2023-06-27 10:35
909,b,R-1108,2023-06-26 20:20,2023-06-27 11:00
910,a,R-1504,2023-06-27 11:02,2023-06-27 18:46
911,a,R-1107,2023-06-27 15:30,2023-06-27 23:31
910,b,R-1504,2023-06-27 18:46,2023-06-28 09:51
911,b,R-1107,2023-06-27 23:31,2023-06-28 16:00
912,a,R-1108,2023-06-28 11:00,2023-06-28 18:31
913,a,R-1506,2023-06-28 11:07,2023-06-28 18:58
912,b,R-1108,2023-06-28 18:31,2023-06-29 08:01
913,b,R-1506,2023-06-28 18:58,2023-06-29 10:46
914,a,R-1107,2023-06-29 10:40,2023-06-29 18:41
915,a,R-1504,2023-06-29 11:00,2023-06-29 18:55
914,b,R-1107,2023-06-29 18:41,2023-06-30 10:10
915,b,R-1504,2023-06-29 18:55,2023-06-30 10:10
916,a,R-1506,2023-06-30 09:50,2023-06-30 17:37
917,a,R-1108,2023-06-30 13:00,2023-06-30 20:31
916,b,R-1506,2023-06-30 17:37,2023-07-01 07:35
917,b,R-1108,2023-06-30 20:31,2023-07-01 13:00
918,a,R-1504,2023-07-01 10:08,2023-07-01 17:53
919,a,R-1107,2023-07-01 12:00,2023-07-01 20:01
918,b,R-1504,2023-07-01 17:53,2023-07-02 08:00
919,b,R-1107,2023-07-01 20:01,2023-07-02 09:50
920,a,R-1506,2023-07-02 12:00,2023-07-02 20:05
921,a,R-1108,2023-07-02 13:50,2023-07-02 21:22
920,b,R-1506,2023-07-02 20:05,2023-07-03 09:10
921,b,R-1108,2023-07-02 21:22,2023-07-03 09:50
922,a,R-1504,2023-07-03 11:30,2023-07-03 19:20
923,a,R-1107,2023-07-03 12:30,2023-07-03 20:32
922,b,R-1504,2023-07-03 19:20,2023-07-04 08:10
923,b,R-1107,2023-07-03 20:32,2023-07-04 09:25
924,a,R-1108,2023-07-04 14:00,2023-07-04 21:32
925,a,R-1506,2023-07-04 18:26,2023-07-05 02:05
924,b,R-1108,2023-07-04 21:32,2023-07-05 10:15
925,b,R-1506,2023-07-05 02:05,2023-07-05 16:00
926,a,R-1504,2023-07-05 11:00,2023-07-05 18:45
927,a,R-1107,2023-07-05 12:20,2023-07-05 20:27
926,b,R-1504,2023-07-05 18:45,2023-07-06 08:00
927,b,R-1107,2023-07-05 20:27,2023-07-06 10:00
928,a,R-1506,2023-07-06 11:27,2023-07-06 19:20
929,a,R-1108,2023-07-06 12:20,2023-07-06 20:00
928,b,R-1506,2023-07-06 19:20,2023-07-07 13:10
929,b,R-1108,2023-07-06 20:00,2023-07-07 12:50
930,a,R-1504,2023-07-07 13:20,2023-07-07 21:10
931,a,R-1107,2023-07-07 18:02,2023-07-08 02:00
930,b,R-1504,2023-07-07 21:10,2023-07-08 11:19
931,b,R-1107,2023-07-08 02:00,2023-07-08 16:10
932,a,R-1108,2023-07-08 10:50,2023-07-08 18:51
933,a,R-1506,2023-07-08 13:56,2023-07-08 21:41
932,b,R-1108,2023-07-08 18:51,2023-07-09 10:10
933,b,R-1506,2023-07-08 21:41,2023-07-09 10:52
934,a,R-1504,2023-07-09 11:43,2023-07-09 19:25
935,a,R-1107,2023-07-09 13:20,2023-07-09 21:20
934,b,R-1504,2023-07-09 19:25,2023-07-10 13:20
935,b,R-1107,2023-07-09 21:20,2023-07-10 13:00
936,a,R-1108,2023-07-10 10:00,2023-07-10 18:00
937,a,R-1506,2023-07-10 14:30,2023-07-10 22:10
936,b,R-1108,2023-07-10 18:00,2023-07-11 08:50
937,b,R-1506,2023-07-10 22:10,2023-07-11 14:24
938,a,R-1107,2023-07-11 10:30,2023-07-11 18:36
938,b,R-1107,2023-07-11 18:36,2023-07-12 08:00
939,a,R-1504,2023-07-12 06:10,2023-07-12 14:12
939,b,R-1504,2023-07-12 14:12,2023-07-13 02:55
940,a,R-1108,2023-07-12 17:00,2023-07-13 00:31
940,b,R-1108,2023-07-13 00:31,2023-07-13 14:20
941,a,R-1506,2023-07-13 06:00,2023-07-13 14:11
942,a,R-1107,2023-07-13 13:30,2023-07-13 21:20
941,b,R-1506,2023-07-13 14:11,2023-07-14 02:50
942,b,R-1107,2023-07-13 21:20,2023-07-14 12:00
943,a,R-1504,2023-07-14 05:10,2023-07-14 13:10
944,a,R-1108,2023-07-14 11:15,2023-07-14 18:45
943,b,R-1504,2023-07-14 13:10,2023-07-15 02:35
944,b,R-1108,2023-07-14 18:45,2023-07-15 09:50
945,a,R-1506,2023-07-15 08:30,2023-07-15 16:31
946,a,R-1107,2023-07-15 11:00,2023-07-15 18:45
945,b,R-1506,2023-07-15 16:31,2023-07-16 05:54
946,b,R-1107,2023-07-15 18:45,2023-07-16 08:30
947,a,R-1504,2023-07-16 10:10,2023-07-16 18:15
948,a,R-1108,2023-07-16 13:00,2023-07-16 20:20
947,b,R-1504,2023-07-16 18:15,2023-07-17 08:00
948,b,R-1108,2023-07-16 20:20,2023-07-17 12:30
949,a,R-1107,2023-07-17 12:30,2023-07-17 20:31
950,a,R-1506,2023-07-17 13:13,2023-07-17 21:00
949,b,R-1107,2023-07-17 20:31,2023-07-18 10:20
950,b,R-1506,2023-07-17 21:00,2023-07-18 10:39
951,a,R-1504,2023-07-18 10:35,2023-07-18 18:21
952,a,R-1108,2023-07-18 12:30,2023-07-18 20:01
951,b,R-1504,2023-07-18 18:21,2023-07-19 08:00
952,b,R-1108,2023-07-18 20:01,2023-07-19 09:55
953,a,R-1107,2023-07-19 10:30,2023-07-19 18:31
954,a,R-1506,2023-07-19 10:41,2023-07-19 18:22
954,b,R-1506,2023-07-19 18:22,2023-07-20 10:35
953,b,R-1107,2023-07-19 18:31,2023-07-20 10:30
955,a,R-1504,2023-07-20 05:40,2023-07-20 13:40
956,a,R-1108,2023-07-20 12:00,2023-07-20 18:31
955,b,R-1504,2023-07-20 13:42,2023-07-21 04:50
956,b,R-1108,2023-07-20 18:31,2023-07-21 08:00
957,a,R-1506,2023-07-21 10:25,2023-07-21 18:15
958,a,R-1107,2023-07-21 11:30,2023-07-21 19:31
957,b,R-1506,2023-07-21 18:15,2023-07-22 08:00
958,b,R-1107,2023-07-21 19:31,2023-07-22 10:10
959,a,R-1504,2023-07-22 10:30,2023-07-22 18:20
960,a,R-1108,2023-07-22 13:40,2023-07-22 21:12
959,b,R-1504,2023-07-22 18:20,2023-07-23 08:00
960,b,R-1108,2023-07-22 21:12,2023-07-23 10:55
961,a,R-1506,2023-07-23 11:14,2023-07-23 19:06
962,a,R-1107,2023-07-23 12:10,2023-07-23 20:17
961,b,R-1506,2023-07-23 19:06,2023-07-24 08:30
962,b,R-1107,2023-07-23 20:17,2023-07-24 09:15
963,a,R-1504,2023-07-24 10:20,2023-07-24 18:02
964,a,R-1108,2023-07-24 12:40,2023-07-24 20:12
963,b,R-1504,2023-07-24 18:02,2023-07-25 06:38
964,b,R-1108,2023-07-24 20:12,2023-07-25 11:00
965,a,R-1506,2023-07-25 10:07,2023-07-25 18:05
966,a,R-1107,2023-07-25 12:30,2023-07-25 20:32
965,b,R-1506,2023-07-25 18:05,2023-07-26 08:11
966,b,R-1107,2023-07-25 20:32,2023-07-26 10:50
967,a,R-1504,2023-07-26 09:30,2023-07-26 17:14
968,a,R-1108,2023-07-26 10:30,2023-07-26 18:32
967,b,R-1504,2023-07-26 17:14,2023-07-27 08:48
968,b,R-1108,2023-07-26 18:32,2023-07-27 13:00
969,a,R-1107,2023-07-27 10:30,2023-07-27 18:22
970,a,R-1506,2023-07-27 16:45,2023-07-28 00:46
969,b,R-1107,2023-07-27 18:22,2023-07-28 09:00
970,b,R-1506,2023-07-28 00:46,2023-07-28 14:28
971,a,R-1108,2023-07-28 11:15,2023-07-28 19:13
972,a,R-1504,2023-07-28 15:40,2023-07-28 23:42
971,b,R-1108,2023-07-28 19:13,2023-07-29 09:05
972,b,R-1504,2023-07-28 23:42,2023-07-29 13:46
973,a,R-1107,2023-07-29 10:30,2023-07-29 18:21
974,a,R-1506,2023-07-29 13:15,2023-07-29 21:00
973,b,R-1107,2023-07-29 18:21,2023-07-30 08:20
974,b,R-1506,2023-07-29 21:00,2023-07-30 11:11
975,a,R-1108,2023-07-30 13:00,2023-07-30 20:31
975,b,R-1108,2023-07-30 20:31,2023-07-31 13:00
976,a,R-1107,2023-07-31 15:30,2023-07-31 23:31
976,b,R-1107,2023-07-31 23:31,2023-08-01 13:35
977,a,R-1108,2023-08-01 11:05,2023-08-01 18:30
977,b,R-1108,2023-08-01 18:30,2023-08-02 09:15
978,a,R-1107,2023-08-02 13:30,2023-08-02 21:20
978,b,R-1107,2023-08-02 21:20,2023-08-03 12:40
979,a,R-1108,2023-08-03 11:30,2023-08-03 19:00
979,b,R-1108,2023-08-03 19:00,2023-08-04 08:00
980,a,R-1107,2023-08-04 11:00,2023-08-04 18:50
980,b,R-1107,2023-08-04 18:50,2023-08-05 09:50
981,a,R-1108,2023-08-05 14:00,2023-08-05 21:20
981,b,R-1108,2023-08-05 21:20,2023-08-06 13:10
982,a,R-1107,2023-08-06 11:30,2023-08-06 19:30
982,b,R-1107,2023-08-06 19:30,2023-08-07 09:10
983,a,R-1108,2023-08-07 11:00,2023-08-07 18:30
983,b,R-1108,2023-08-07 18:30,2023-08-08 08:00
984,a,R-1107,2023-08-08 20:15,2023-08-09 04:12
984,b,R-1107,2023-08-09 04:12,2023-08-09 17:50
985,a,R-1108,2023-08-09 16:00,2023-08-10 00:02
985,b,R-1108,2023-08-10 00:02,2023-08-10 16:00
986,a,R-1107,2023-08-10 16:10,2023-08-11 00:05
986,b,R-1107,2023-08-11 00:05,2023-08-11 13:45
987,a,R-1108,2023-08-11 18:45,2023-08-12 02:46
987,b,R-1108,2023-08-12 02:46,2023-08-12 16:00
988,a,R-1107,2023-08-12 20:10,2023-08-13 04:10
988,b,R-1107,2023-08-13 04:10,2023-08-13 17:15
989,a,R-1108,2023-08-13 20:40,2023-08-14 04:05
989,b,R-1108,2023-08-14 04:05,2023-08-14 18:40
990,a,R-1107,2023-08-15 02:30,2023-08-15 10:30
990,b,R-1107,2023-08-15 10:30,2023-08-16 00:00
991,a,R-1108,2023-08-16 10:10,2023-08-16 18:05
991,b,R-1108,2023-08-16 18:05,2023-08-17 08:00
992,a,R-1107,2023-08-17 11:20,2023-08-17 19:20
992,b,R-1107,2023-08-17 19:20,2023-08-18 09:25
993,a,R-1108,2023-08-18 18:35,2023-08-19 02:00
993,b,R-1108,2023-08-19 02:00,2023-08-19 16:00
994,a,R-1107,2023-08-19 17:00,2023-08-20 01:00
994,b,R-1107,2023-08-20 01:00,2023-08-20 16:00
995,a,R-1108,2023-08-20 17:30,2023-08-21 01:01
995,b,R-1108,2023-08-21 01:01,2023-08-21 16:00
996,a,R-1107,2023-08-21 19:30,2023-08-22 03:31
996,b,R-1107,2023-08-22 03:31,2023-08-22 17:50
997,a,R-1108,2023-08-22 19:50,2023-08-23 03:21
997,b,R-1108,2023-08-23 03:21,2023-08-23 18:00
998,a,R-1107,2023-08-23 18:00,2023-08-24 02:01
998,b,R-1107,2023-08-24 02:01,2023-08-24 16:00
999,a,R-1108,2023-08-24 19:00,2023-08-25 02:30
999,b,R-1108,2023-08-25 02:30,2023-08-25 16:00
1000,a,R-1107,2023-08-25 18:50,2023-08-26 03:00
1000,b,R-1107,2023-08-26 03:00,2023-08-26 17:30
1001,a,R-1108,2023-08-26 18:30,2023-08-27 02:00
1001,b,R-1108,2023-08-27 02:00,2023-08-27 16:35
1002,a,R-1107,2023-08-27 19:30,2023-08-28 03:31
1002,b,R-1107,2023-08-28 03:31,2023-08-28 17:20
1003,a,R-1108,2023-08-28 19:45,2023-08-29 03:17
1003,b,R-1108,2023-08-29 03:17,2023-08-29 17:20
1004,a,R-1107,2023-08-29 20:10,2023-08-30 04:12
1004,b,R-1107,2023-08-30 04:12,2023-08-30 18:30
1005,a,R-1108,2023-08-30 17:30,2023-08-31 01:00
1005,b,R-1108,2023-08-31 01:00,2023-08-31 16:00
1006,a,R-1107,2023-08-31 18:00,2023-09-01 02:00
1006,b,R-1107,2023-09-01 02:00,2023-09-01 16:00
1007,a,R-1108,2023-09-01 18:30,2023-09-02 02:00
1007,b,R-1108,2023-09-02 02:00,2023-09-02 16:47
1008,a,R-1107,2023-09-02 18:00,2023-09-03 02:00
1008,b,R-1107,2023-09-03 02:00,2023-09-03 16:00
1009,a,R-1108,2023-09-03 18:30,2023-09-04 02:00
1009,b,R-1108,2023-09-04 02:00,2023-09-04 16:00
1010,a,R-1107,2023-09-04 18:00,2023-09-05 02:00
1010,b,R-1107,2023-09-05 02:00,2023-09-05 16:00
1011,a,R-1108,2023-09-05 18:30,2023-09-06 02:00
1011,b,R-1108,2023-09-06 02:00,2023-09-06 16:00
1012,a,R-1107,2023-09-06 18:00,2023-09-07 02:00
1012,b,R-1107,2023-09-07 02:00,2023-09-07 16:00
1013,a,R-1108,2023-09-07 18:45,2023-09-08 02:00
1013,b,R-1108,2023-09-08 02:00,2023-09-08 16:00
1014,a,R-1107,2023-09-08 18:00,2023-09-09 02:00
1014,b,R-1107,2023-09-09 02:00,2023-09-09 16:00
1015,a,R-1108,2023-09-09 19:00,2023-09-10 02:30
1015,b,R-1108,2023-09-10 02:30,2023-09-10 16:00
1016,a,R-1107,2023-09-10 20:10,2023-09-11 04:11
1016,b,R-1107,2023-09-11 04:11,2023-09-11 17:30
1017,a,R-1108,2023-09-11 17:00,2023-09-12 00:31
1017,b,R-1108,2023-09-12 00:31,2023-09-12 14:50
1018,a,R-1107,2023-09-12 12:30,2023-09-12 20:20
1018,b,R-1107,2023-09-12 20:20,2023-09-13 11:00
1019,a,R-1108,2023-09-13 18:30,2023-09-14 02:01
1019,b,R-1108,2023-09-14 02:01,2023-09-14 18:50
1020,a,R-1107,2023-09-14 18:35,2023-09-15 02:37
1020,b,R-1107,2023-09-15 02:37,2023-09-15 18:30
1021,a,R-1108,2023-09-15 17:00,2023-09-16 00:30
1021,b,R-1108,2023-09-16 00:30,2023-09-16 16:00
1022,a,R-1107,2023-09-16 16:30,2023-09-17 00:31
1022,b,R-1107,2023-09-17 00:31,2023-09-17 16:00
1023,a,R-1108,2023-09-17 17:00,2023-09-18 01:01
1023,b,R-1108,2023-09-18 01:01,2023-09-18 16:00
1024,a,R-1107,2023-09-18 19:20,2023-09-19 03:21
1024,b,R-1107,2023-09-19 03:21,2023-09-20 00:00
1025,a,R-1108,2023-09-19 19:38,2023-09-20 03:10
1025,b,R-1108,2023-09-20 03:10,2023-09-21 12:00
1026,a,R-1107,2023-09-21 07:40,2023-09-21 15:41
1026,b,R-1107,2023-09-21 15:41,2023-09-22 07:02
1027,a,R-1108,2023-09-22 12:40,2023-09-22 20:21
1027,b,R-1108,2023-09-22 20:21,2023-09-23 09:05
1028,a,R-1107,2023-09-24 07:30,2023-09-24 15:26
1028,b,R-1107,2023-09-24 15:26,2023-09-25 05:20
1029,a,R-1108,2023-09-25 06:00,2023-09-25 13:31
1029,b,R-1108,2023-09-25 13:31,2023-09-26 03:10
1030,a,R-1107,2023-09-26 06:00,2023-09-26 14:01
1030,b,R-1107,2023-09-26 14:01,2023-09-27 03:30
1031,a,R-1108,2023-09-27 06:30,2023-09-27 14:01
1031,b,R-1108,2023-09-27 14:01,2023-09-28 04:50
1032,a,R-1107,2023-09-28 06:30,2023-09-28 14:31
1032,b,R-1107,2023-09-28 14:31,2023-09-29 04:50
1033,a,R-1108,2023-09-29 06:30,2023-09-29 14:11
1033,b,R-1108,2023-09-29 14:11,2023-09-30 04:50
1034,a,R-1107,2023-09-30 09:00,2023-09-30 17:00
1034,b,R-1107,2023-09-30 17:00,2023-10-01 08:00
1035,a,R-1108,2023-10-01 07:00,2023-10-01 14:31
1035,b,R-1108,2023-10-01 14:31,2023-10-02 10:15
1036,a,R-1107,2023-10-02 06:30,2023-10-02 14:33
1036,b,R-1107,2023-10-02 14:31,2023-10-03 03:15
1037,a,R-1108,2023-10-03 09:00,2023-10-03 16:40
1037,b,R-1108,2023-10-03 16:40,2023-10-04 05:40
1038,a,R-1107,2023-10-04 06:30,2023-10-04 14:31
1038,b,R-1107,2023-10-04 14:31,2023-10-05 04:50
1039,a,R-1108,2023-10-05 11:10,2023-10-05 18:41
1039,b,R-1108,2023-10-05 18:41,2023-10-06 09:00
1040,a,R-1107,2023-10-06 06:00,2023-10-06 14:03
1040,b,R-1107,2023-10-06 14:03,2023-10-07 04:50
1041,a,R-1108,2023-10-07 06:30,2023-10-07 14:03
1041,b,R-1108,2023-10-07 14:03,2023-10-08 03:35
1042,a,R-1107,2023-10-08 06:30,2023-10-08 14:30
1042,b,R-1107,2023-10-08 14:30,2023-10-09 08:00
1043,a,R-1108,2023-10-09 07:05,2023-10-09 14:30
1043,b,R-1108,2023-10-09 14:30,2023-10-10 04:10
1044,a,R-1107,2023-10-10 06:45,2023-10-10 14:40
1044,b,R-1107,2023-10-10 14:40,2023-10-11 04:00
1045,a,R-1108,2023-10-11 07:00,2023-10-11 14:32
1045,b,R-1108,2023-10-11 14:32,2023-10-12 04:00
1046,a,R-1107,2023-10-12 06:30,2023-10-12 14:35
1046,b,R-1107,2023-10-12 14:35,2023-10-13 03:30
1047,a,R-1108,2023-10-13 06:30,2023-10-13 14:01
1047,b,R-1108,2023-10-13 14:01,2023-10-14 04:00
1048,a,R-1107,2023-10-14 06:30,2023-10-14 14:30
1048,b,R-1107,2023-10-14 14:30,2023-10-15 04:00
1049,a,R-1108,2023-10-15 07:30,2023-10-15 15:30
1049,b,R-1108,2023-10-15 15:30,2023-10-16 08:00
1050,a,R-1107,2023-10-16 06:30,2023-10-16 14:31
1050,b,R-1107,2023-10-16 14:31,2023-10-17 04:00
